feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,yield
,,,,,,,,,,33.45329008446319
0.45889610772898726,0.746063533234963,2.0,0.7362408395318035,0.8849576329899165,3.0,0.8383892451035585,3.0,0.3771782140889024,0.5050592333664905,41.003558535381075
0.4751789118073111,0.08806178153794042,2.0,0.7936517357680137,0.6166384182960151,1.0,0.17347151854970944,3.0,0.13050304878661867,0.2930689211620665,50.975715888407414
0.4710341493670772,0.4637351708003956,4.0,0.6892968893672861,0.29173647857474183,3.0,0.003703102999983443,1.0,0.6116414202683084,0.650438315658718,30.30038116873942
0.8452071955090705,0.1874727529399115,4.0,0.3988537902874375,0.13162311298358942,2.0,0.672509811833017,3.0,0.7422145692707951,0.377998351604232,44.52951652667899
0.7134545706693147,0.7710420238693136,2.0,0.8505224258390994,0.4801836456935197,2.0,0.16468986400922292,4.0,0.05975855669889718,0.8146145412315747,46.15414424862149
0.8429668779322047,0.6960339316452652,1.0,0.6744246373548828,0.869362092205894,3.0,0.7625035790027577,2.0,0.051008841015038886,0.5535820128786657,46.461227936019746
0.471530355699068,0.11913055702191533,4.0,0.22142872969593053,0.20267635492211022,4.0,0.3820989112852895,3.0,0.720578394572184,0.4873830509712428,46.20094335020042
0.7644469089132107,0.1826864799461212,4.0,0.3174907118597492,0.6947169500265514,3.0,0.7972449184916712,4.0,0.028803934397617748,0.5440288763232866,63.72632582584166
0.44971079755852383,0.21438377144471898,1.0,0.865177693763055,0.03621172626914504,1.0,0.7436070942004367,4.0,0.5022909717237458,0.13066981102138653,42.37390999549351
0.5706873817222802,0.5222150959687674,3.0,0.5343305633770704,0.668499900170901,2.0,0.549859383067462,2.0,0.12320318219948811,0.13677535743967006,49.33350721679599
0.9183935689679373,0.5106878662735912,4.0,0.14321136630914755,0.755855749771119,1.0,0.6668849690610195,4.0,0.40588857631896225,0.27443783059363747,50.9342969611339
0.29789964122683366,0.9959915502308757,3.0,0.21212975096412112,0.9470782853480095,1.0,0.8083471962035363,3.0,0.5103564225176256,0.9491174083317961,27.540584226269537
,,,,,,,,,,45.89818179974577
0.10405192909723593,0.8429276042354833,1.0,0.7391381814666562,0.751190456808614,2.0,0.9550277193197139,4.0,0.13690908082753217,0.18834622630108555,48.40050301933203
,,,,,,,,,,43.71101877308208
0.1280986927855724,0.02274659973602433,1.0,0.37866228528882795,0.8149707367106155,2.0,0.6186703355996654,3.0,0.43038026030643606,0.5007772543351336,57.897572384692886
0.313069406328761,0.9132594272527043,2.0,0.2850626270772635,0.2163159801363954,2.0,0.04933510855792478,4.0,0.9046740086817096,0.03659696482796082,36.509922802129815
0.4843932220583511,0.1287591891981884,3.0,0.5879333099148899,0.566281546800906,3.0,0.6783094787199044,3.0,0.8589322069232721,0.9943298017423369,49.384100661035944
0.6569255068880471,0.6052404453013656,4.0,0.8873907943141852,0.4508073989615,3.0,0.9501047803178642,1.0,0.11892003174508659,0.23781101223641132,43.0708534019851
0.17183608860191946,0.2594627991427657,2.0,0.4089558221254075,0.9227556051280843,4.0,0.5807753418720335,3.0,0.37161084234077657,0.3856560489961717,62.80498870910549
0.22727163945945217,0.775483093217199,2.0,0.5067952348582145,0.7954419073751113,1.0,0.6759854853778472,4.0,0.982996307797105,0.38474716018925526,63.522367999990394
0.5043454952175577,0.9441233038910235,1.0,0.8205894741584574,0.09976617806400645,3.0,0.3149123341028538,4.0,0.0486851228644104,0.7126461353505313,53.53425637692645
0.24564280507547698,0.5997632798280537,4.0,0.936388995891486,0.3786853980379302,1.0,0.04827848762745224,3.0,0.11779216349559463,0.89873367950941,45.71047661042272
0.9550458353460054,0.8870324043384844,4.0,0.49900789530187295,0.09614075765013219,2.0,0.5160970016595454,2.0,0.9777774781465786,0.8821040448682472,36.06834782125527
0.2406560045153353,0.18511113305746896,1.0,0.4670034154230376,0.7183786341604554,2.0,0.9924753293965771,3.0,0.5205910759234739,0.04544119425602555,45.27117200546732
0.44440919261685974,0.39050909923866906,2.0,0.994031686072736,0.9405988676994539,1.0,0.8051326456892595,4.0,0.4147835168923939,0.33625669932132285,61.117253312963406
,,,,,,,,,,43.443171184359834
0.03634841588316329,0.001381856896199074,3.0,0.5883395010798931,0.8046639578708509,4.0,0.794521409927408,4.0,0.254763181043845,0.4790352472578485,40.6194479498936
0.5522665405631844,0.3381114279154753,3.0,0.05916519802756648,0.9664990018313435,2.0,0.5495917955886716,4.0,0.9482850205999905,0.03856124068459332,58.06658922618804
0.028016550812444807,0.336668649040598,2.0,0.4230424042250913,0.15848540992232407,3.0,0.9782556670656968,4.0,0.38193188728477123,0.8922659466160652,52.2719917117556
0.49698740688689746,0.3577371740768097,4.0,0.4432398477445175,0.3536608199476098,1.0,0.6786735066978271,1.0,0.03852289914209095,0.6124188250917295,46.52580812284689
0.21127975073412464,0.42131194428961727,2.0,0.9843850406613617,0.15040734030570557,4.0,0.3418144347195674,3.0,0.03611683277551092,0.7236753402726007,50.31045622016771
0.33246900213649433,0.6505938505940009,2.0,0.4932051911858557,0.613985978105605,3.0,0.9919859980145461,3.0,0.4617170901322034,0.2763843251788175,56.302428885319515
0.2586452542205654,0.6744822502921476,1.0,0.8488052728131719,0.5329853011180802,3.0,0.7030526274895036,1.0,0.9270167591220605,0.7376069804272729,54.394017208360154
0.12486466514514005,0.6587326431827685,3.0,0.47817072580537223,0.47416168105513634,1.0,0.2985409316921843,4.0,0.07675627576408472,0.9017286732814191,51.83398794792269
0.2261204882671396,0.20110518719788084,1.0,0.027826244740519757,0.9776594218582899,3.0,0.4299983186107038,2.0,0.20988205658587333,0.4045023191246526,50.48286973759061
0.27608434257930714,0.621369212360166,1.0,0.7978171095387675,0.9274403276232236,2.0,0.21971296507846616,3.0,0.21592689495257233,0.34029014999348206,40.457416190787086
,,,,,,,,,,45.91429519667722
0.29436869123739784,0.43839741871036797,3.0,0.06328279734257836,0.7144599204379803,4.0,0.7197964760295475,4.0,0.08351094940603443,0.5147200436752255,61.283487091126524
0.22812471300555748,0.5364802782352683,2.0,0.02525391447305636,0.3633154312390626,4.0,0.6952165023874836,4.0,0.6514643084376374,0.0023601897842391306,57.07784917788783
,,,,,,,,,,50.8182047955499
0.020748486315746106,0.13193072546127937,2.0,0.28864569772284754,0.13697919867193387,4.0,0.011296081393796564,4.0,0.8052095519901707,0.46029830469329835,56.87658464097005
0.4577785811300794,0.5939086024597211,4.0,0.355706879388317,0.2773225062983923,4.0,0.39403472970226916,4.0,0.5145810323621619,0.6961404214437185,43.970585683260516
0.8255044677125914,0.6677471745006215,3.0,0.9946420512874509,0.4362381301428675,3.0,0.5686744637923502,2.0,0.7429643842439297,0.8579072882469047,52.99920559066444
0.4231279874562053,0.40088212731402695,2.0,0.8529596237622648,0.6770187783359085,2.0,0.864204648804692,4.0,0.56971658022673,0.4953975359315832,58.722054865453174
,,,,,,,,,,57.129518812713556
0.5000402503486824,0.6666711682850366,2.0,0.8862084323450252,0.9940975248368089,3.0,0.04875127860490214,3.0,0.6370722127849582,0.979289916381469,36.92477113931126
0.975064669200559,0.6671176769505115,2.0,0.5500934462385391,0.6435726390589591,2.0,0.6769158738807777,3.0,0.04482534700838636,0.8275203230844724,57.31722346774907
0.01890875391026059,0.46398975633138684,1.0,0.964886270134979,0.6271641149262144,3.0,0.789071288445732,4.0,0.41653331187997333,0.26560059179820417,30.207619718462627
0.6251488906233368,0.36436694199854935,1.0,0.6921925057428803,0.83620370205784,3.0,0.5402101266411942,3.0,0.7162914749965176,0.7465519287577899,37.095779429808395
0.7115477303936897,0.7018714115221314,2.0,0.839055126872362,0.5659432274406333,1.0,0.02139885264213104,4.0,0.45515798637585037,0.6837625024633398,64.95554744709807
0.9117176197509792,0.20437989677566215,1.0,0.6836332290533269,0.6622209922189444,3.0,0.3089409449200766,3.0,0.22849465574110217,0.8803791644399213,34.68982221349434
0.05080102820107102,0.5283870140651176,2.0,0.7897577282324502,0.42186035408840517,3.0,0.6261365166343246,3.0,0.6269787996097306,0.2289888272151066,68.56592673174922
0.007831696054943715,0.5208114824172663,2.0,0.5695032000995967,0.0626334966913763,2.0,0.27503627898709804,3.0,0.4934562094038586,0.28787105530886714,43.78771120480484
0.9405382174007473,0.8531484728292562,3.0,0.18284518693732743,0.695878059340227,1.0,0.45032826167097884,2.0,0.2755348540122502,0.31819573301007054,40.634169232943776
,,,,,,,,,,62.952577296606265
0.32602794043905403,0.28864719890012114,2.0,0.938273239058234,0.7747992929262766,2.0,0.9214253752661982,3.0,0.06816590473425654,0.8685980830780081,45.71128123304287
0.3577338713837095,0.3543963375731407,1.0,0.9499760347526589,0.6786792486770249,3.0,0.5328936790107961,3.0,0.2780559740718538,0.31869995339663715,51.34921501079782
0.2949096560025104,0.9981107519905112,1.0,0.366629261417437,0.47507817213932524,2.0,0.5009154202837256,4.0,0.7069957998083587,0.8046465447384041,56.880226191849594
0.3287682283166372,0.3854906805427405,1.0,0.9220512084918171,0.3292758333390856,1.0,0.7015359901244304,1.0,0.31959754328274137,0.9498752729639385,51.56279681193383
0.9988762873288944,0.04232698979376304,2.0,0.4686189584538508,0.8345071628913797,1.0,0.861571425870611,1.0,0.4069775874433569,0.3378504883380178,45.369492306731296
0.0007330531059136502,0.25148723596286315,4.0,0.6889102840702602,0.07296451527227477,2.0,0.5974741192610126,4.0,0.6251130051396413,0.11046155194449048,41.32528457836649
0.9575444567657208,0.9632186347941495,3.0,0.26326372346912585,0.9555793468895075,1.0,0.2144425734986064,3.0,0.44169552567562154,0.20653696463170035,56.18996637900763
0.13473587491796446,0.49960019460869487,4.0,0.0788791763391129,0.49408785933026556,1.0,0.9912084681294199,2.0,0.7418199938735524,0.680795896824493,54.80728763105081
0.2847272649380045,0.8325817024851344,4.0,0.7605714147685526,0.02327290937412463,1.0,0.5462380517133544,3.0,0.16670328772625498,0.7911859931534979,51.73170314109406
0.6380446542312365,0.08826444300524017,1.0,0.6040204493945873,0.6753540241264664,4.0,0.8155339382937052,1.0,0.4937099783510652,0.46426856818626094,52.65428867889567
0.9568751155269047,0.6752261646364655,4.0,0.9203949233054354,0.90332793602388,3.0,0.21006918804503605,3.0,0.0825032971598304,0.06446114326968178,41.92940860481602
0.8843015615638651,0.26874499729730816,1.0,0.7991394065789118,0.4825627893052521,3.0,0.5912742311280967,1.0,0.9583299162139441,0.2897653039043928,62.8027739495291
0.3124686269124156,0.7313700375468692,3.0,0.15068211969391843,0.27992197193802426,3.0,0.3304436380745719,3.0,0.3990826665534948,0.8196049602140452,35.22704779923103
0.04074783040849239,0.87257539841162,1.0,0.020582025089045608,0.9146773910128772,1.0,0.15092951600507376,3.0,0.6512918841140405,0.308395787789147,40.624016277508986
0.8953006866520996,0.02305961040449822,4.0,0.46847831771247783,0.9759984411414662,1.0,0.7949526747564998,2.0,0.09602407327310558,0.34744933777504194,62.90927684786039
0.47090641868864835,0.801717691374264,3.0,0.3773010526719752,0.4510274836361349,4.0,0.7596393169991674,1.0,0.9573662468727988,0.13755648248723362,39.22761390879647
0.6492430404358969,0.6138566920653414,1.0,0.3577609591412032,0.4264905626692409,3.0,0.21974234970868822,4.0,0.6492584620932057,0.8958531796501575,47.38902886977692
0.14292480185836964,0.3220302735478877,1.0,0.8837061871696754,0.20663342362306758,4.0,0.00504123712192317,2.0,0.9133500159083143,0.10644242000671678,30.934585809351724
0.3032648513364352,0.47579195789806317,3.0,0.24845807562011957,0.37164049415323075,3.0,0.574089210460693,1.0,0.5551385880184391,0.641793403631997,33.34432159131613
0.5216831994749896,0.7465110015253689,4.0,0.25841968312268027,0.026355393570006047,3.0,0.7921317262038859,1.0,0.43289083332179634,0.3089547533911893,68.70727146285182
0.3201667078067164,0.39686806671023733,1.0,0.6463618727136207,0.19310582941973942,4.0,0.899893010768938,3.0,0.6684629696354712,0.37853284358709305,33.346372394433544
0.8132353922957358,0.2626333223464584,2.0,0.07460698696495882,0.3313958784390114,3.0,0.2573476233794405,3.0,0.8266943613044274,0.7818277105663747,38.7947603567232
0.6620120998361794,0.9977704330033189,1.0,0.6520191733239475,0.036134613960316475,3.0,0.8862461109674231,4.0,0.5535239101605365,0.9003683588244598,50.53824943974057
0.621891082444509,0.9194199738312899,3.0,0.240156907986528,0.9820533603614705,4.0,0.2265586664827175,4.0,0.10523851879499568,0.6984235515068731,51.10210057739694
0.290403246838848,0.9182142899701287,2.0,0.6776946437735681,0.5068290783168105,3.0,0.06079520224970025,3.0,0.49332520800449187,0.554975614984588,39.758069982740885
0.42827405246891626,0.07281622396314513,2.0,0.6605287296686739,0.8335460278076218,2.0,0.10305225699980414,3.0,0.025738875474668466,0.2647593703196326,62.598436237029716
0.6458125098598003,0.6255643683320535,1.0,0.38197977964496654,0.33710556768872835,1.0,0.33110720619795553,1.0,0.7149937311917327,0.6958562514858867,40.06231183947629
